v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,head_escolari,head_rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,head_age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,age_min,age_max,age_mean,age_sum,age_std,escolari_min,escolari_max,escolari_mean,escolari_sum,escolari_std,rez_esc_min,rez_esc_max,rez_esc_mean,rez_esc_sum,rez_esc_std,children_ratio,rooms_per_person,educ_overcrowding,dependency_educ,Target
0.37788385043754824,0.0,0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.47619047619047616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181803305785,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.32169117647058726,0.30864197530864196,0.19133725820016823,0.0,0.34602076124567477,0.0,0.05594405541591276,0.0,0.22675736961451248,0.19133725820016823,0.524390243902439,0.3043478260869565,0.4328493647912886,0.07377049180327869,0.0,0.625,0.5076586433260394,0.6002460024600245,0.15074723846653623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4599996160001536,0.25000000450000004,0.0,4
0.26849642004773167,0.0,0.375,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.7058823529411764,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1818181803305785,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6893382352941155,0.4444444444444444,0.5613961312026914,0.0,0.49826989619377166,0.0,0.05594405541591276,1.0,0.326530612244898,0.5613961312026914,0.8170731707317074,0.6521739130434783,0.7731397459165155,0.17213114754098363,0.0,0.75,0.6170678336980306,0.7232472324723246,0.1832358674463932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6399997440001025,0.30000000540000005,0.8571428571428571,4
0.0,0.0,0.875,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.6470588235294118,0.5238095238095237,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.04545454371900827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3734567901234568,1.0,0.0,0.0,0.0,0.008741258186708397,1.0,0.2743764172335601,1.0,1.0,1.0,1.0,0.27459016393442626,0.0,0.6875,0.5623632385120351,0.6617466174661746,0.1669915529564647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13750000247500002,0.7857142857142857,4
0.35799522673030887,0.0,0.5,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.5,0.4,0.5,0.25,0.4,0.3333333333333333,0.4000000000000001,0.42857142857142855,0.42857142857142855,0.375,0.611111111111111,0.0,0.42857142857142855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4672897196261464,0.25,0.0,0.42857142857142855,0.125,0.6470588235294118,0.0,0.5238095238095237,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.27272728958677683,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24509803921568546,0.3734567901234568,0.1345668629100084,0.23809523809523808,0.41868512110726647,0.21598272138226843,0.10489511208665461,0.015625,0.2743764172335601,0.1345668629100084,0.0975609756097561,0.23188405797101447,0.17763157894736842,0.3073770491803279,0.4435555072995111,0.125,0.5623632385120351,0.4926199261992619,0.524366471734891,0.46066180905907683,0.0,0.25,0.25,0.25,0.2886751345948129,0.3750003124992188,0.14500107949722446,0.3666666916000003,0.09821428571428571,4
0.25855210819411195,1.0,0.125,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.2,1.0,0.25,0.6000000000000001,0.6666666666666666,0.2,0.42857142857142855,0.42857142857142855,0.375,0.5,0.0,0.42857142857142855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4672897196261464,0.25,0.0,0.42857142857142855,0.125,0.5294117647058824,0.0,0.47619047619047616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12254901960784276,0.25,0.05831230726100366,0.23809523809523808,0.28027681660899656,0.21598272138226843,1.0,0.015625,0.22675736961451248,0.05831230726100366,0.08536585365853659,0.1159420289855072,0.09255898366606169,0.20901639344262296,0.34801886771633295,0.0,0.5623632385120351,0.33886838868388686,0.36192332683560635,0.5524785589862604,0.0,0.25,0.25,0.25,0.2886751345948129,0.7500006249984376,0.009999970999074112,0.9999999999999999,0.08928571428571427,4
0.1988862370723938,0.0,0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.2,0.14285714285714285,0.14285714285714285,0.125,0.611111111111111,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2336448598130732,0.0,0.0,0.14285714285714285,0.125,0.0,0.6470588235294118,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.1818181803305785,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1838235294117641,0.3734567901234568,0.09419680403700591,0.047619047619047616,0.0,0.05399568034556711,0.05594405541591276,0.015625,1.0,0.09419680403700591,0.21951219512195122,0.17391304347826086,0.1918103448275862,0.11065573770491804,0.3368034050507095,0.6875,0.6170678336980306,0.6924969249692496,0.36192332683560635,0.07624928516630233,0.0,0.0,0.0,0.0,0.0,0.0,0.19000077399444049,0.5750000103500001,0.20535714285714285,4
0.0,0.0,0.375,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.25,0.2,0.0,0.25,0.2,0.0,0.2,0.14285714285714285,0.14285714285714285,0.125,0.2222222222222222,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.14285714285714285,0.125,0.0,0.23529411764705882,0.45238095238095233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1818181803305785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8731617647058796,0.04938271604938271,0.8069806560134567,0.047619047619047616,0.0,0.0,0.05594405541591276,0.015625,0.20464852607709752,0.8069806560134567,0.475609756097561,0.826086956521739,0.6597096188747731,0.3811475409836066,0.842008512626774,0.25,0.7811816192560176,0.5694956949569495,0.2969460688758925,0.8387421368293256,0.0,0.0,0.0,0.0,0.0,0.0,0.2800012879924849,0.23750000427500004,0.08482142857142856,4
0.17899761336515443,1.0,0.125,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.4,0.0,0.5,0.4,0.0,0.6000000000000001,0.42857142857142855,0.42857142857142855,0.375,0.5555555555555556,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4672897196261464,0.25,0.5,0.42857142857142855,0.375,0.0,0.5882352941176471,0.8095238095238095,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4289215686274496,0.30864197530864196,0.28259041211101765,0.23809523809523808,0.0,0.21598272138226843,1.0,0.140625,0.655328798185941,0.28259041211101765,0.23170731707317074,0.6956521739130435,0.38322368421052627,0.5450819672131149,0.7454272401244486,0.125,0.5623632385120351,0.5079950799507994,0.5406107862248195,0.47003216119552876,0.0,0.0,0.0,0.0,0.0,0.0,0.009999970999074112,0.9999999999999999,0.45535714285714285,4
0.4276054097056467,0.0,0.375,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.2,0.0,0.25,0.2,0.0,0.2,0.14285714285714285,0.14285714285714285,0.125,0.8333333333333333,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.14285714285714285,0.0,0.8823529411764706,0.0,0.6428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.1818181803305785,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06127450980392135,0.6944444444444444,0.026913372582001688,0.047619047619047616,0.7785467128027682,0.0,0.05594405541591276,0.0,0.413265306122449,0.026913372582001688,0.2682926829268293,0.0579710144927536,0.16345281306715065,0.0942622950819672,0.08420085126267739,0.75,0.7811816192560176,0.8154981549815496,0.4269005847953203,0.22874785549890697,0.0,0.0,0.0,0.0,0.0,0.0,0.2800012879924849,0.3375000060750001,0.0,4
0.2983293556085907,0.0,0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.2,0.0,0.25,0.2,0.0,0.2,0.14285714285714285,0.14285714285714285,0.125,0.2222222222222222,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.14285714285714285,1.0,0.23529411764705882,0.0,0.47619047619047616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454545453553719,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7199754901960762,0.04938271604938271,0.5995234090271937,0.047619047619047616,0.05536332179930796,0.0,0.24475524433273022,1.0,0.22675736961451248,0.5995234090271937,0.8048780487804879,0.681159420289855,0.7802291288566243,0.45081967213114754,0.06315063844700804,0.25,0.8358862144420132,0.6002460024600245,0.31319038336582095,0.9149914219956279,0.0,0.0,0.0,0.0,0.0,0.0,0.19000077399444049,0.5000000090000001,0.7142857142857142,4
